You entered a buffer length of 100
-0.005479,0.164347, Max:1.499729, Min:-1.396291
0.133000,0.162942, Max:1.499729, Min:-1.396291
0.247396,0.161422, Max:1.499729, Min:-1.396291
0.385875,0.160203, Max:1.499729, Min:-1.396291
0.542417,0.159408, Max:1.499729, Min:-1.396291
0.626708,0.156390, Max:1.499729, Min:-1.396291
0.560479,0.150760, Max:1.499729, Min:-1.396291
0.452104,0.144803, Max:1.499729, Min:-1.396291
0.385875,0.139566, Max:1.499729, Min:-1.396291
0.307604,0.134035, Max:1.499729, Min:-1.396291
0.259438,0.129163, Max:1.499729, Min:-1.396291
0.205250,0.124177, Max:1.499729, Min:-1.396291
0.163104,0.119310, Max:1.499729, Min:-1.396291
0.114938,0.114385, Max:1.499729, Min:-1.396291
0.060750,0.109218, Max:1.499729, Min:-1.396291
-0.023541,0.103446, Max:1.499729, Min:-1.396291
-0.119875,0.097609, Max:1.499729, Min:-1.396291
-0.198146,0.092252, Max:1.499729, Min:-1.396291
-0.222229,0.088044, Max:1.499729, Min:-1.396291
-0.204166,0.084570, Max:1.499729, Min:-1.396291
-0.174062,0.081224, Max:1.499729, Min:-1.396291
-0.149979,0.077698, Max:1.499729, Min:-1.396291
-0.131916,0.074171, Max:1.499729, Min:-1.396291
-0.113854,0.070523, Max:1.499729, Min:-1.396291
-0.113854,0.066453, Max:1.499729, Min:-1.396291
-0.131916,0.062017, Max:1.499729, Min:-1.396291
-0.168041,0.057276, Max:1.499729, Min:-1.396291
-0.216208,0.052352, Max:1.499729, Min:-1.396291
-0.258354,0.047847, Max:1.499729, Min:-1.396291
-0.276416,0.043407, Max:1.499729, Min:-1.396291
-0.294479,0.039028, Max:1.499729, Min:-1.396291
-0.318562,0.034649, Max:1.499729, Min:-1.396291
-0.324583,0.030571, Max:1.499729, Min:-1.396291
-0.324583,0.026737, Max:1.499729, Min:-1.396291
-0.324583,0.022785, Max:1.499729, Min:-1.396291
-0.312541,0.018953, Max:1.499729, Min:-1.396291
-0.300500,0.015302, Max:1.499729, Min:-1.396291
-0.294479,0.011412, Max:1.499729, Min:-1.396291
-0.288458,0.007700, Max:1.499729, Min:-1.396291
-0.294479,0.003689, Max:1.499729, Min:-1.396291
-0.294479,-0.000565, Max:1.499729, Min:-1.396291
-0.318562,-0.004883, Max:1.499729, Min:-1.396291
-0.324583,-0.009080, Max:1.499729, Min:-1.396291
-0.360708,-0.014059, Max:1.499729, Min:-1.396291
-0.438979,-0.019166, Max:1.499729, Min:-1.396291
-0.445000,-0.023071, Max:1.499729, Min:-1.396291
-0.408875,-0.026241, Max:1.499729, Min:-1.396291
-0.360708,-0.029162, Max:1.499729, Min:-1.396291
-0.300500,-0.031781, Max:1.499729, Min:-1.396291
-0.228250,-0.034275, Max:1.499729, Min:-1.396291
-0.174062,-0.037371, Max:1.499729, Min:-1.396291
-0.156000,-0.041135, Max:1.499729, Min:-1.396291
-0.174062,-0.045447, Max:1.499729, Min:-1.396291
-0.180083,-0.049464, Max:1.499729, Min:-1.396291
-0.180083,-0.053358, Max:1.499729, Min:-1.396291
-0.162021,-0.056708, Max:1.499729, Min:-1.396291
-0.101812,-0.059270, Max:1.499729, Min:-1.396291
0.018604,-0.060440, Max:1.499729, Min:-1.396291
0.199229,-0.060512, Max:1.499729, Min:-1.396291
0.415979,-0.060091, Max:1.499729, Min:-1.396291
0.620688,-0.060087, Max:1.499729, Min:-1.396291
0.789271,-0.060809, Max:1.499729, Min:-1.396291
0.921729,-0.062261, Max:1.499729, Min:-1.396291
0.993979,-0.066310, Max:1.499729, Min:-1.396291
0.680896,-0.078693, Max:1.499729, Min:-1.396291
0.018604,-0.095735, Max:1.499729, Min:-1.396291
-0.481125,-0.108550, Max:1.499729, Min:-1.396291
-0.782166,-0.117047, Max:1.499729, Min:-1.396291
-0.794208,-0.121407, Max:1.499729, Min:-1.396291
-0.896562,-0.128073, Max:1.499729, Min:-1.396291
-1.047083,-0.134100, Max:1.499729, Min:-1.396291
-0.974833,-0.135485, Max:1.499729, Min:-1.396291
-0.721958,-0.134054, Max:1.499729, Min:-1.396291
-0.426937,-0.132173, Max:1.499729, Min:-1.396291
-0.162021,-0.131432, Max:1.499729, Min:-1.396291
-0.023541,-0.133171, Max:1.499729, Min:-1.396291
-0.029562,-0.137884, Max:1.499729, Min:-1.396291
-0.162021,-0.144675, Max:1.499729, Min:-1.396291
-0.306521,-0.151064, Max:1.499729, Min:-1.396291
-0.348666,-0.155644, Max:1.499729, Min:-1.396291
-0.342646,-0.159362, Max:1.499729, Min:-1.396291
-0.312541,-0.162651, Max:1.499729, Min:-1.396291
-0.264375,-0.165574, Max:1.499729, Min:-1.396291
-0.216208,-0.168613, Max:1.499729, Min:-1.396291
-0.180083,-0.171895, Max:1.499729, Min:-1.396291
-0.162021,-0.175540, Max:1.499729, Min:-1.396291
-0.156000,-0.179370, Max:1.499729, Min:-1.396291
-0.137937,-0.182840, Max:1.499729, Min:-1.396291
-0.101812,-0.186126, Max:1.499729, Min:-1.396291
-0.077729,-0.186881, Max:1.499729, Min:-1.396291
-0.065687,-0.185564, Max:1.499729, Min:-1.396291
-0.065687,-0.184407, Max:1.499729, Min:-1.396291
-0.071708,-0.183312, Max:1.499729, Min:-1.396291
-0.083750,-0.182277, Max:1.499729, Min:-1.396291
-0.083750,-0.181123, Max:1.499729, Min:-1.396291
-0.089771,-0.179968, Max:1.499729, Min:-1.396291
-0.101812,-0.178993, Max:1.499729, Min:-1.396291
-0.107833,-0.178020, Max:1.499729, Min:-1.396291
-0.125896,-0.177287, Max:1.499729, Min:-1.396291
-0.174062,-0.177100, Max:1.499729, Min:-1.396291
-0.216208,-0.176556, Max:1.499729, Min:-1.396291
-0.234271,-0.175587, Max:1.499729, Min:-1.396291
-0.222229,-0.174012, Max:1.499729, Min:-1.396291
-0.186104,-0.172130, Max:1.499729, Min:-1.396291
-0.168041,-0.170485, Max:1.499729, Min:-1.396291
-0.156000,-0.169024, Max:1.499729, Min:-1.396291
-0.131916,-0.167143, Max:1.499729, Min:-1.396291
-0.101812,-0.165498, Max:1.499729, Min:-1.396291
-0.077729,-0.163736, Max:1.499729, Min:-1.396291
-0.053646,-0.162213, Max:1.499729, Min:-1.396291
-0.059666,-0.161054, Max:1.499729, Min:-1.396291
-0.053646,-0.159718, Max:1.499729, Min:-1.396291
-0.053646,-0.158560, Max:1.499729, Min:-1.396291
-0.053646,-0.157405, Max:1.499729, Min:-1.396291
-0.023541,-0.155346, Max:1.499729, Min:-1.396291
0.024625,-0.152977, Max:1.499729, Min:-1.396291
0.108917,-0.149823, Max:1.499729, Min:-1.396291
0.211271,-0.146359, Max:1.499729, Min:-1.396291
0.361792,-0.142231, Max:1.499729, Min:-1.396291
0.470167,-0.139239, Max:1.499729, Min:-1.396291
0.500271,-0.137824, Max:1.499729, Min:-1.396291
0.464146,-0.137268, Max:1.499729, Min:-1.396291
0.428021,-0.137082, Max:1.499729, Min:-1.396291
0.325667,-0.137984, Max:1.499729, Min:-1.396291
0.235354,-0.138294, Max:1.499729, Min:-1.396291
0.223313,-0.136972, Max:1.499729, Min:-1.396291
0.259438,-0.134972, Max:1.499729, Min:-1.396291
0.283521,-0.133688, Max:1.499729, Min:-1.396291
0.217292,-0.134156, Max:1.499729, Min:-1.396291
0.120959,-0.134823, Max:1.499729, Min:-1.396291
0.060750,-0.134228, Max:1.499729, Min:-1.396291
0.060750,-0.133680, Max:1.499729, Min:-1.396291
-0.059666,-0.134879, Max:1.499729, Min:-1.396291
-0.137937,-0.134650, Max:1.499729, Min:-1.396291
-0.113854,-0.132781, Max:1.499729, Min:-1.396291
-0.077729,-0.130956, Max:1.499729, Min:-1.396291
-0.059666,-0.129493, Max:1.499729, Min:-1.396291
-0.053646,-0.128154, Max:1.499729, Min:-1.396291
-0.047625,-0.126816, Max:1.499729, Min:-1.396291
-0.041604,-0.125478, Max:1.499729, Min:-1.396291
-0.047625,-0.124501, Max:1.499729, Min:-1.396291
-0.071708,-0.123829, Max:1.499729, Min:-1.396291
-0.101812,-0.123281, Max:1.499729, Min:-1.396291
-0.143958,-0.122914, Max:1.499729, Min:-1.396291
-0.192125,-0.122730, Max:1.499729, Min:-1.396291
-0.246312,-0.122306, Max:1.499729, Min:-1.396291
-0.282437,-0.121941, Max:1.499729, Min:-1.396291
-0.312541,-0.121455, Max:1.499729, Min:-1.396291
-0.360708,-0.121210, Max:1.499729, Min:-1.396291
-0.426937,-0.121147, Max:1.499729, Min:-1.396291
-0.451021,-0.120544, Max:1.499729, Min:-1.396291
-0.487146,-0.119996, Max:1.499729, Min:-1.396291
-0.517250,-0.119509, Max:1.499729, Min:-1.396291
-0.547354,-0.118842, Max:1.499729, Min:-1.396291
-0.577458,-0.118173, Max:1.499729, Min:-1.396291
-0.595521,-0.117263, Max:1.499729, Min:-1.396291
-0.607562,-0.115990, Max:1.499729, Min:-1.396291
-0.577458,-0.114352, Max:1.499729, Min:-1.396291
-0.571437,-0.113131, Max:1.499729, Min:-1.396291
-0.583479,-0.112216, Max:1.499729, Min:-1.396291
-0.607562,-0.111424, Max:1.499729, Min:-1.396291
-0.613583,-0.110152, Max:1.499729, Min:-1.396291
-0.589500,-0.108393, Max:1.499729, Min:-1.396291
-0.547354,-0.106208, Max:1.499729, Min:-1.396291
-0.493166,-0.103958, Max:1.499729, Min:-1.396291
-0.445000,-0.101768, Max:1.499729, Min:-1.396291
-0.396833,-0.099579, Max:1.499729, Min:-1.396291
-0.342646,-0.097269, Max:1.499729, Min:-1.396291
-0.288458,-0.094958, Max:1.499729, Min:-1.396291
-0.246312,-0.092888, Max:1.499729, Min:-1.396291
-0.204166,-0.090760, Max:1.499729, Min:-1.396291
-0.149979,-0.088451, Max:1.499729, Min:-1.396291
-0.089771,-0.086019, Max:1.499729, Min:-1.396291
-0.023541,-0.083466, Max:1.499729, Min:-1.396291
0.024625,-0.081273, Max:1.499729, Min:-1.396291
0.078813,-0.079084, Max:1.499729, Min:-1.396291
