You entered a buffer length of 100
0.007776,-0.172982, Max:0.878464, Min:-0.430570
0.007776,-0.170433, Max:0.878464, Min:-0.430570
0.019786,-0.167766, Max:0.878464, Min:-0.430570
0.037800,-0.164736, Max:0.878464, Min:-0.430570
0.049809,-0.162004, Max:0.878464, Min:-0.430570
0.049809,-0.159455, Max:0.878464, Min:-0.430570
0.031795,-0.156967, Max:0.878464, Min:-0.430570
0.061819,-0.154120, Max:0.878464, Min:-0.430570
0.067824,-0.151390, Max:0.878464, Min:-0.430570
0.073828,-0.148900, Max:0.878464, Min:-0.430570
0.055814,-0.146654, Max:0.878464, Min:-0.430570
0.043805,-0.144349, Max:0.878464, Min:-0.430570
0.025790,-0.142285, Max:0.878464, Min:-0.430570
-0.010238,-0.140463, Max:0.878464, Min:-0.430570
-0.052271,-0.138763, Max:0.878464, Min:-0.430570
-0.082295,-0.136765, Max:0.878464, Min:-0.430570
-0.100309,-0.134463, Max:0.878464, Min:-0.430570
-0.100309,-0.131978, Max:0.878464, Min:-0.430570
-0.112319,-0.129731, Max:0.878464, Min:-0.430570
-0.124328,-0.127427, Max:0.878464, Min:-0.430570
-0.142342,-0.125122, Max:0.878464, Min:-0.430570
-0.154352,-0.122877, Max:0.878464, Min:-0.430570
-0.172366,-0.120753, Max:0.878464, Min:-0.430570
-0.196385,-0.118690, Max:0.878464, Min:-0.430570
-0.226409,-0.116748, Max:0.878464, Min:-0.430570
-0.250428,-0.114687, Max:0.878464, Min:-0.430570
-0.268442,-0.112505, Max:0.878464, Min:-0.430570
-0.286456,-0.110381, Max:0.878464, Min:-0.430570
-0.304471,-0.108018, Max:0.878464, Min:-0.430570
-0.304471,-0.105533, Max:0.878464, Min:-0.430570
-0.316480,-0.103226, Max:0.878464, Min:-0.430570
-0.316480,-0.100801, Max:0.878464, Min:-0.430570
-0.346504,-0.098675, Max:0.878464, Min:-0.430570
-0.352508,-0.096312, Max:0.878464, Min:-0.430570
-0.364518,-0.093887, Max:0.878464, Min:-0.430570
-0.376527,-0.091580, Max:0.878464, Min:-0.430570
-0.370523,-0.088915, Max:0.878464, Min:-0.430570
-0.358513,-0.086127, Max:0.878464, Min:-0.430570
-0.376527,-0.083937, Max:0.878464, Min:-0.430570
-0.382532,-0.081633, Max:0.878464, Min:-0.430570
-0.400546,-0.079388, Max:0.878464, Min:-0.430570
-0.394542,-0.076844, Max:0.878464, Min:-0.430570
-0.376527,-0.073696, Max:0.878464, Min:-0.430570
-0.364518,-0.071023, Max:0.878464, Min:-0.430570
-0.370523,-0.068774, Max:0.878464, Min:-0.430570
-0.418561,-0.067130, Max:0.878464, Min:-0.430570
-0.454589,-0.065432, Max:0.878464, Min:-0.478608
-0.496622,-0.063674, Max:0.878464, Min:-0.514637
-0.520641,-0.061555, Max:0.878464, Min:-0.532651
-0.538656,-0.059312, Max:0.878464, Min:-0.544660
-0.544660,-0.056828, Max:0.878464, Min:-0.544660
-0.550665,-0.054401, Max:0.878464, Min:-0.550665
-0.550665,-0.051795, Max:0.878464, Min:-0.550665
-0.532651,-0.048886, Max:0.878464, Min:-0.550665
-0.526646,-0.046275, Max:0.878464, Min:-0.550665
-0.526646,-0.043727, Max:0.878464, Min:-0.550665
-0.526646,-0.041240, Max:0.878464, Min:-0.550665
-0.526646,-0.038633, Max:0.878464, Min:-0.550665
-0.520641,-0.035844, Max:0.878464, Min:-0.550665
-0.490618,-0.032754, Max:0.878464, Min:-0.550665
-0.484613,-0.030141, Max:0.878464, Min:-0.550665
-0.484613,-0.027593, Max:0.878464, Min:-0.550665
-0.484613,-0.024985, Max:0.878464, Min:-0.550665
-0.478608,-0.022437, Max:0.878464, Min:-0.550665
-0.496622,-0.020310, Max:0.878464, Min:-0.550665
-0.526646,-0.018428, Max:0.878464, Min:-0.550665
-0.562675,-0.016607, Max:0.878464, Min:-0.580689
-0.586693,-0.014427, Max:0.878464, Min:-0.592698
-0.610712,-0.012364, Max:0.878464, Min:-0.616717
-0.622722,-0.010001, Max:0.878464, Min:-0.622722
-0.616717,-0.007456, Max:0.878464, Min:-0.628727
-0.628727,-0.004968, Max:0.878464, Min:-0.628727
-0.622722,-0.002422, Max:0.878464, Min:-0.628727
-0.628727,0.000126, Max:0.878464, Min:-0.628727
-0.634731,0.002433, Max:0.878464, Min:-0.640736
-0.640736,0.004978, Max:0.878464, Min:-0.640736
-0.628727,0.007886, Max:0.878464, Min:-0.640736
-0.616717,0.010797, Max:0.878464, Min:-0.640736
-0.568679,0.014129, Max:0.878464, Min:-0.640736
-0.544660,0.020227, Max:0.878464, Min:-0.640736
-0.538656,0.014704, Max:0.878464, Min:-0.640736
-0.520641,0.009604, Max:0.878464, Min:-0.640736
-0.514637,0.004149, Max:0.878464, Min:-0.640736
-0.526646,-0.001670, Max:0.878464, Min:-0.640736
-0.562675,-0.007853, Max:0.878464, Min:-0.640736
-0.580689,-0.013859, Max:0.878464, Min:-0.640736
-0.598703,-0.019744, Max:0.878464, Min:-0.640736
-0.610712,-0.025447, Max:0.878464, Min:-0.640736
-0.622722,-0.031149, Max:0.878464, Min:-0.640736
-0.628727,-0.036850, Max:0.878464, Min:-0.640736
-0.640736,-0.042672, Max:0.878464, Min:-0.652746
-0.658750,-0.048495, Max:0.878464, Min:-0.664755
-0.670760,-0.054137, Max:0.878464, Min:-0.670760
-0.664755,-0.059478, Max:0.878464, Min:-0.670760
-0.646741,-0.064635, Max:0.878464, Min:-0.670760
-0.628727,-0.069911, Max:0.878464, Min:-0.670760
-0.622722,-0.075248, Max:0.878464, Min:-0.670760
-0.604708,-0.080345, Max:0.878464, Min:-0.670760
-0.580689,-0.085320, Max:0.878464, Min:-0.670760
-0.544660,-0.089994, Max:0.878464, Min:-0.670760
-0.496622,-0.094664, Max:0.878464, Min:-0.670760
-0.460594,-0.099515, Max:0.878464, Min:-0.670760
-0.436575,-0.104547, Max:0.878464, Min:-0.670760
-0.418561,-0.109881, Max:0.878464, Min:-0.670760
-0.436575,-0.115819, Max:0.878464, Min:-0.670760
-0.478608,-0.122364, Max:0.878464, Min:-0.670760
-0.538656,-0.129155, Max:0.878464, Min:-0.670760
-0.604708,-0.135948, Max:0.878464, Min:-0.670760
-0.646741,-0.142081, Max:0.878464, Min:-0.670760
-0.634731,-0.147306, Max:0.878464, Min:-0.670760
-0.616717,-0.152282, Max:0.878464, Min:-0.670760
-0.574684,-0.156956, Max:0.878464, Min:-0.670760
-0.544660,-0.161926, Max:0.878464, Min:-0.670760
-0.526646,-0.167200, Max:0.878464, Min:-0.670760
-0.538656,-0.173017, Max:0.878464, Min:-0.670760
-0.544660,-0.178480, Max:0.878464, Min:-0.670760
-0.532651,-0.183638, Max:0.878464, Min:-0.670760
-0.490618,-0.188314, Max:0.878464, Min:-0.670760
-0.454589,-0.193164, Max:0.878464, Min:-0.670760
-0.424565,-0.198317, Max:0.878464, Min:-0.670760
-0.400546,-0.203172, Max:0.878464, Min:-0.670760
-0.382532,-0.208445, Max:0.878464, Min:-0.670760
-0.388537,-0.214202, Max:0.878464, Min:-0.670760
-0.418561,-0.220204, Max:0.878464, Min:-0.670760
-0.430570,-0.226089, Max:0.878464, Min:-0.670760
-0.442580,-0.231732, Max:0.878464, Min:-0.670760
-0.430570,-0.236893, Max:0.878464, Min:-0.670760
-0.406551,-0.241808, Max:0.878464, Min:-0.670760
-0.358513,-0.246421, Max:0.878464, Min:-0.670760
-0.334494,-0.251571, Max:0.878464, Min:-0.670760
-0.310475,-0.256246, Max:0.878464, Min:-0.670760
-0.220404,-0.259956, Max:0.878464, Min:-0.670760
-0.136338,-0.263956, Max:0.878464, Min:-0.670760
-0.112319,-0.269460, Max:0.878464, Min:-0.670760
-0.166361,-0.276241, Max:0.878464, Min:-0.670760
-0.244423,-0.283214, Max:0.878464, Min:-0.670760
-0.292461,-0.289589, Max:0.878464, Min:-0.670760
-0.316480,-0.295417, Max:0.878464, Min:-0.670760
-0.322485,-0.301060, Max:0.878464, Min:-0.670760
-0.316480,-0.306220, Max:0.878464, Min:-0.670760
-0.274447,-0.310895, Max:0.878464, Min:-0.670760
-0.232414,-0.315566, Max:0.878464, Min:-0.670760
-0.184376,-0.320176, Max:0.878464, Min:-0.670760
-0.148347,-0.324966, Max:0.878464, Min:-0.670760
-0.106314,-0.329638, Max:0.878464, Min:-0.670760
-0.082295,-0.334728, Max:0.878464, Min:-0.670760
-0.070286,-0.340063, Max:0.878464, Min:-0.670760
-0.064281,-0.345581, Max:0.878464, Min:-0.670760
-0.052271,-0.350980, Max:0.878464, Min:-0.670760
-0.064281,-0.356559, Max:0.878464, Min:-0.670760
-0.064281,-0.362139, Max:0.878464, Min:-0.670760
-0.082295,-0.368139, Max:0.878464, Min:-0.670760
-0.094304,-0.373784, Max:0.878464, Min:-0.670760
-0.094304,-0.379245, Max:0.878464, Min:-0.670760
-0.088300,-0.384523, Max:0.878464, Min:-0.670760
-0.076290,-0.389500, Max:0.878464, Min:-0.670760
-0.010238,-0.393873, Max:0.878464, Min:-0.670760
0.037800,-0.398480, Max:0.878464, Min:-0.670760
0.067824,-0.403691, Max:0.878464, Min:-0.670760
0.079833,-0.408787, Max:0.878464, Min:-0.670760
0.091843,-0.414062, Max:0.878464, Min:-0.670760
0.109857,-0.419159, Max:0.878464, Min:-0.670760
0.115862,-0.424614, Max:0.878464, Min:-0.670760
0.127871,-0.429892, Max:0.878464, Min:-0.670760
0.133876,-0.435349, Max:0.878464, Min:-0.670760
0.133876,-0.440808, Max:0.878464, Min:-0.670760
